orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
201636,2024-08-02,2024-08-05,Shipped,10283,6538.93,Invoice
201637,2024-08-18,2024-08-20,Shipped,10588,1393.36,Bank Transfer
201638,2024-10-05,2024-10-13,Disputed,10170,2285.96,Invoice
201639,2024-05-28,2024-06-03,Shipped,10317,3899.81,Bank Transfer
201640,2024-09-27,2024-10-05,In Process,10478,6110.15,Invoice
201641,2024-08-06,2024-08-12,Cancelled,10651,3900.99,Bank Transfer
201642,2024-01-22,2024-01-29,Cancelled,10412,2862.25,Invoice
201643,2024-10-15,2024-10-22,Shipped,10748,847.1,Invoice
201644,2024-04-17,2024-04-19,Delivered,10439,2003.4,Bank Transfer
201645,2024-02-12,2024-02-21,Delivered,10392,3250.67,Bank Transfer
201646,2024-06-10,2024-06-16,Disputed,10303,3776.24,Invoice
201647,2024-09-13,2024-09-20,Disputed,10184,1018.12,Bank Transfer
201648,2024-07-13,2024-07-21,In Process,10573,142.01,Credit Card
201649,2024-09-07,2024-09-16,Delivered,10263,3351.5,Invoice
201650,2024-07-31,2024-08-05,Disputed,10357,3951.48,Bank Transfer
201651,2024-05-07,2024-05-11,Shipped,10819,495.49,COD
201652,2024-07-03,2024-07-11,Delivered,10153,4866.93,Credit Card
201653,2024-02-26,2024-03-06,In Process,10221,5110.8,Credit Card
201654,2024-10-19,2024-10-25,Shipped,10038,1240.52,Credit Card
201655,2024-08-02,2024-08-07,Shipped,10631,4432.38,Bank Transfer
201656,2024-03-08,2024-03-16,Cancelled,10553,4070.8,Credit Card
201657,2024-10-16,2024-10-25,Delivered,10968,5812.21,Bank Transfer
201658,2024-03-11,2024-03-20,In Process,10607,448.83,Invoice
201659,2024-07-16,2024-07-20,Disputed,10273,714.81,Invoice
201660,2024-08-10,2024-08-19,Cancelled,10901,5069.76,Bank Transfer
201661,2024-01-09,2024-01-16,Cancelled,10264,741.78,Bank Transfer
201662,2024-09-20,2024-09-22,Delivered,10845,2632.57,Invoice
201663,2024-03-08,2024-03-17,In Process,10647,3902.06,Bank Transfer
201664,2024-04-24,2024-05-02,In Process,10438,3051.66,COD
201665,2024-03-30,2024-04-08,Cancelled,10423,6694.07,Bank Transfer
201666,2024-03-08,2024-03-14,In Process,10034,6736.96,Credit Card
201667,2024-03-12,2024-03-19,Delivered,10262,1653.03,Invoice
201668,2024-05-23,2024-05-31,Cancelled,10190,4954.68,Invoice
201669,2024-08-07,2024-08-17,Shipped,10506,2260.52,Invoice
201670,2024-10-17,2024-10-24,Disputed,10137,665.47,Bank Transfer
201671,2024-04-14,2024-04-16,In Process,10465,6074.4,Invoice
201672,2024-01-29,2024-02-01,Disputed,10354,3574.52,Bank Transfer
201673,2024-10-12,2024-10-22,Disputed,10514,6205.26,Bank Transfer
201674,2024-03-28,2024-04-06,In Process,10464,6491.33,Bank Transfer
201675,2024-01-01,2024-01-08,Disputed,10072,4594.89,COD
201676,2024-02-27,2024-03-02,In Process,10714,4313.95,COD
201677,2024-04-04,2024-04-06,Delivered,10584,3677.0,COD
201678,2024-09-22,2024-10-01,Disputed,10457,883.31,Invoice
201679,2024-02-21,2024-02-28,In Process,10172,1545.83,Bank Transfer
201680,2024-10-17,2024-10-25,Delivered,10975,7144.29,Bank Transfer
201681,2024-03-20,2024-03-23,Shipped,10988,4147.27,COD
201682,2024-09-27,2024-10-05,Disputed,10755,2027.92,COD
201683,2024-08-17,2024-08-26,Cancelled,10404,4810.09,Credit Card
201684,2024-05-04,2024-05-09,Disputed,10290,6554.02,Bank Transfer
201685,2024-04-14,2024-04-23,Shipped,10043,3474.65,Invoice
201686,2024-05-22,2024-05-26,Shipped,10211,2036.52,Invoice
201687,2024-10-16,2024-10-26,Shipped,10372,2791.19,COD
201688,2024-09-09,2024-09-19,Shipped,10682,3966.61,Bank Transfer
201689,2024-09-21,2024-09-30,Disputed,10775,5388.15,Credit Card
201690,2024-03-27,2024-03-29,Shipped,10599,6980.58,Credit Card
201691,2024-04-23,2024-04-26,Shipped,10985,7171.29,Invoice
201692,2024-02-06,2024-02-13,Disputed,10824,6124.49,Credit Card
201693,2024-09-09,2024-09-18,Cancelled,10924,6530.6,Credit Card
201694,2024-09-14,2024-09-21,Disputed,10457,4187.03,Bank Transfer
201695,2024-08-13,2024-08-23,Delivered,10969,4303.81,Credit Card
201696,2024-08-10,2024-08-20,Shipped,10466,2964.12,Invoice
201697,2024-06-08,2024-06-10,Delivered,10952,896.68,Invoice
201698,2024-09-26,2024-10-02,Disputed,10140,4880.42,Invoice
201699,2024-08-02,2024-08-05,Cancelled,10115,3423.96,Credit Card
201700,2024-09-10,2024-09-13,Delivered,10982,4157.85,Bank Transfer
201701,2024-08-01,2024-08-03,Delivered,10677,5715.59,Invoice
201702,2024-07-26,2024-08-03,Disputed,10197,4465.21,Invoice
201703,2024-01-20,2024-01-24,Delivered,10025,5666.61,Invoice
201704,2024-08-05,2024-08-12,Delivered,10030,1762.09,Bank Transfer
201705,2024-08-12,2024-08-19,Shipped,10699,3710.51,COD
201706,2024-08-21,2024-08-31,Delivered,10672,5367.06,Bank Transfer
201707,2024-10-05,2024-10-12,Delivered,10448,2896.13,Bank Transfer
201708,2024-06-09,2024-06-19,Disputed,10164,1576.01,Bank Transfer
201709,2024-09-23,2024-09-27,In Process,10715,1825.69,Credit Card
201710,2024-10-16,2024-10-25,In Process,10114,3835.53,Credit Card
201711,2024-04-14,2024-04-16,Delivered,10033,5097.44,Credit Card
201712,2024-04-30,2024-05-03,Delivered,10896,7183.02,Credit Card
201713,2024-08-30,2024-09-07,Cancelled,10398,6080.39,Invoice
201714,2024-02-26,2024-03-05,Disputed,10560,3493.24,Credit Card
201715,2024-08-04,2024-08-13,Delivered,10087,3913.2,Invoice
201716,2024-07-27,2024-08-05,In Process,10971,639.27,Invoice
201717,2024-08-13,2024-08-18,Cancelled,10536,5944.91,Invoice
201718,2024-08-26,2024-09-03,Disputed,10842,6530.84,COD
201719,2024-08-11,2024-08-16,Cancelled,10684,2304.32,Credit Card
201720,2024-10-22,2024-10-25,Disputed,10019,650.52,COD
201721,2024-09-20,2024-09-29,Disputed,10406,1280.21,COD
201722,2024-04-08,2024-04-11,Cancelled,10632,6970.85,Bank Transfer
201723,2024-09-11,2024-09-20,Delivered,10612,1984.36,Invoice
201724,2024-06-30,2024-07-07,Shipped,10009,2645.31,Invoice
201725,2024-03-04,2024-03-08,Delivered,10689,5549.18,COD
201726,2024-05-12,2024-05-16,Shipped,10877,3844.99,COD
201727,2024-03-15,2024-03-18,In Process,10199,5321.03,Credit Card
201728,2024-02-19,2024-02-26,In Process,10138,2051.5,Credit Card
201729,2024-01-10,2024-01-19,In Process,10616,248.35,Invoice
201730,2024-08-30,2024-09-06,In Process,10131,4817.42,Credit Card
201731,2024-03-05,2024-03-12,Disputed,10764,4984.08,COD
201732,2024-05-07,2024-05-12,Delivered,10072,7261.14,Credit Card
201733,2024-01-31,2024-02-08,Disputed,10611,6040.55,Bank Transfer
201734,2024-09-26,2024-09-28,Delivered,10744,5434.76,COD
201735,2024-01-03,2024-01-08,Delivered,10329,259.12,Invoice
201736,2024-09-28,2024-10-08,In Process,10407,6447.66,COD
201737,2024-09-26,2024-09-29,Delivered,10637,1088.1,COD
201738,2024-02-18,2024-02-24,Cancelled,10679,7026.91,Bank Transfer
201739,2024-05-27,2024-05-29,Shipped,10608,1641.41,Credit Card
201740,2024-01-06,2024-01-13,Delivered,10892,4729.55,Invoice
201741,2024-08-30,2024-09-03,In Process,10051,1977.57,Bank Transfer
201742,2024-06-29,2024-07-05,Disputed,10251,6412.47,COD
201743,2024-02-14,2024-02-20,Delivered,10929,2442.92,Bank Transfer
201744,2024-09-05,2024-09-12,Shipped,10914,2078.37,Credit Card
201745,2024-09-22,2024-09-25,Delivered,10789,2178.13,Bank Transfer
201746,2024-10-11,2024-10-17,Disputed,10463,165.32,Invoice
201747,2024-04-15,2024-04-20,Shipped,10406,3090.38,Credit Card
201748,2024-04-24,2024-05-02,Cancelled,10936,6832.92,Bank Transfer
201749,2024-05-04,2024-05-07,Shipped,10453,7139.89,Credit Card
201750,2024-04-03,2024-04-12,Delivered,10875,5744.44,Credit Card
201751,2024-02-06,2024-02-15,Cancelled,10013,1677.17,Bank Transfer
201752,2024-01-23,2024-01-30,Shipped,10570,5339.87,Bank Transfer
201753,2024-05-07,2024-05-17,Delivered,10981,5592.24,Bank Transfer
201754,2024-06-10,2024-06-13,In Process,10627,6819.48,Credit Card
201755,2024-07-09,2024-07-16,In Process,10923,7345.32,Invoice
201756,2024-01-31,2024-02-05,In Process,10303,141.4,Credit Card
201757,2024-07-06,2024-07-16,Shipped,10162,3521.82,Credit Card
201758,2024-06-12,2024-06-21,Cancelled,10894,3897.56,Invoice
201759,2024-07-08,2024-07-11,Delivered,10497,3887.06,Bank Transfer
201760,2024-06-27,2024-07-05,In Process,10794,4261.02,COD
201761,2024-02-10,2024-02-12,Shipped,10946,3899.66,COD
201762,2024-04-13,2024-04-18,Cancelled,10709,1580.43,Bank Transfer
201763,2024-06-26,2024-07-05,Delivered,10411,5344.45,Invoice
201764,2024-10-09,2024-10-14,Disputed,10977,5763.93,COD
201765,2024-06-09,2024-06-18,Delivered,10083,4254.86,Bank Transfer
201766,2024-06-21,2024-06-28,Shipped,10373,5181.1,Bank Transfer
201767,2024-02-14,2024-02-19,In Process,10431,1128.56,Credit Card
201768,2024-03-10,2024-03-13,Disputed,10967,54.89,COD
201769,2024-09-17,2024-09-26,In Process,10041,4834.82,COD
201770,2024-05-10,2024-05-14,Cancelled,10898,4770.08,Invoice
201771,2024-01-02,2024-01-10,In Process,10383,3568.49,Credit Card
201772,2024-03-28,2024-04-02,Disputed,10381,2299.15,Invoice
201773,2024-03-14,2024-03-24,Cancelled,10012,600.21,Invoice
201774,2024-02-24,2024-02-27,Disputed,10919,3607.02,Bank Transfer
201775,2024-04-30,2024-05-05,Disputed,10144,3055.35,Bank Transfer
201776,2024-04-26,2024-04-29,Disputed,10383,1202.05,Invoice
201777,2024-06-14,2024-06-17,Cancelled,10030,3505.44,Credit Card
201778,2024-08-19,2024-08-27,Delivered,10122,5614.8,COD
201779,2024-02-04,2024-02-09,In Process,10542,5612.74,Invoice
201780,2024-01-20,2024-01-24,Delivered,10524,7054.38,Credit Card
201781,2024-06-27,2024-07-07,In Process,10555,1760.72,COD
201782,2024-06-03,2024-06-06,Cancelled,10267,6402.96,COD
201783,2024-01-02,2024-01-07,Disputed,10283,963.53,Credit Card
201784,2024-10-03,2024-10-12,Shipped,10218,339.57,Bank Transfer
201785,2024-10-04,2024-10-13,Delivered,10488,5266.35,Invoice
201786,2024-03-26,2024-03-29,Cancelled,10320,1955.84,
201787,2024-02-06,2024-02-15,Cancelled,10588,4758.23,Invoice
201788,2024-08-08,2024-08-16,In Process,10624,5631.58,Credit Card
201789,2024-01-23,2024-02-01,In Process,10171,173.62,Invoice
201790,2024-04-15,2024-04-23,Disputed,10036,6042.23,Bank Transfer
201791,2024-07-30,2024-08-02,Cancelled,10822,632.63,COD
201792,2024-01-13,2024-01-23,Delivered,10319,5677.71,Invoice
201793,2024-10-12,2024-10-21,Cancelled,10737,4232.09,Credit Card
201794,2024-02-03,2024-02-13,In Process,10877,5524.0,COD
201795,2024-07-25,2024-07-28,Disputed,10370,3395.7,Credit Card
201796,2024-10-05,2024-10-11,Disputed,10238,3839.95,Invoice
201797,2024-01-21,2024-01-26,Cancelled,10573,807.46,Invoice
201798,2024-03-09,2024-03-14,In Process,10722,6033.05,Invoice
201799,2024-03-05,2024-03-11,In Process,10795,7039.31,COD
201800,2024-05-09,2024-05-11,Shipped,10116,6709.78,Bank Transfer
201801,2024-01-30,2024-02-01,In Process,10357,1702.51,Bank Transfer
201802,2024-05-27,2024-06-01,Disputed,10252,3273.93,Credit Card
201803,2024-02-06,2024-02-08,In Process,10201,569.69,Credit Card
201804,2024-10-01,2024-10-04,Delivered,10782,1345.65,Credit Card
201805,2024-03-01,2024-03-05,Delivered,10026,853.01,Invoice
201806,2024-05-28,2024-06-01,Delivered,10233,6581.96,Bank Transfer
201807,2024-09-12,2024-09-14,Cancelled,10477,7295.95,Invoice
201808,2024-06-22,2024-06-27,Cancelled,10907,5310.4,Bank Transfer
201809,2024-02-28,2024-03-01,Disputed,10418,5292.23,Credit Card
201810,2024-10-15,2024-10-20,Disputed,10139,275.24,COD
201811,2024-04-09,2024-04-17,Shipped,10102,3694.72,Bank Transfer
201812,2024-04-13,2024-04-23,Delivered,10841,936.88,Bank Transfer
201813,2024-02-15,2024-02-18,Cancelled,10514,3983.62,
201814,2024-04-04,2024-04-09,In Process,10150,571.21,Invoice
201815,2024-09-22,2024-09-28,Disputed,10432,6685.77,Invoice
201816,2024-06-22,2024-06-24,Shipped,10210,2925.36,
201817,2024-10-27,2024-11-04,In Process,10081,5349.26,Invoice
201818,2024-10-08,2024-10-12,In Process,10682,3003.08,Bank Transfer
201819,2024-01-26,2024-02-05,Disputed,10016,7158.63,Credit Card
201820,2024-05-03,2024-05-09,Shipped,10617,2215.85,Bank Transfer
201821,2024-03-05,2024-03-10,In Process,10680,2462.65,Invoice
201822,2024-08-09,2024-08-16,Shipped,10310,4526.04,Invoice
201823,2024-03-13,2024-03-19,Cancelled,10672,3428.81,Invoice
201824,2024-09-17,2024-09-25,In Process,10941,3955.64,COD
201825,2024-08-29,2024-09-08,Shipped,10687,280.57,Credit Card
201826,2024-04-01,2024-04-07,In Process,10822,4480.13,Bank Transfer
201827,2024-05-15,2024-05-21,In Process,10691,2077.15,Credit Card
201828,2024-09-15,2024-09-24,In Process,10990,1229.61,COD
201829,2024-08-14,2024-08-18,Delivered,10593,2225.47,Credit Card
201830,2024-07-10,2024-07-17,Cancelled,10585,1457.87,Bank Transfer
201831,2024-07-06,2024-07-13,Cancelled,10764,5648.68,Credit Card
201832,2024-06-22,2024-06-26,Shipped,10997,1820.71,Invoice
201833,2024-05-30,2024-06-08,Cancelled,10475,7069.73,COD
201834,2024-06-02,2024-06-06,Delivered,10461,1231.26,Invoice
201835,2024-10-25,2024-11-01,In Process,10498,4195.8,Invoice
201836,2024-04-26,2024-05-02,Delivered,10955,391.88,Invoice
201837,2024-05-11,2024-05-13,In Process,10408,545.78,COD
201838,2024-08-09,2024-08-14,Delivered,10592,4856.67,Bank Transfer
201839,2024-04-28,2024-05-02,Disputed,10255,1090.26,Invoice
201840,2024-04-15,2024-04-24,Cancelled,10124,804.6,
201841,2024-06-15,2024-06-19,Cancelled,10123,6742.34,Credit Card
201842,2024-04-16,2024-04-22,Delivered,10422,4416.14,COD
201843,2024-03-28,2024-04-01,Cancelled,10643,5427.34,Bank Transfer
201844,2024-07-09,2024-07-15,Shipped,10445,4247.63,COD
201845,2024-07-10,2024-07-18,Shipped,10629,1277.78,Credit Card
201846,2024-05-10,2024-05-18,Cancelled,10797,813.99,COD
201847,2024-08-17,2024-08-21,Shipped,10465,4092.19,Bank Transfer
201848,2024-05-13,2024-05-16,Delivered,10804,411.34,COD
201849,2024-07-04,2024-07-08,Cancelled,10161,5512.22,Bank Transfer
201850,2024-01-31,2024-02-07,In Process,10043,6496.49,COD
201851,2024-03-01,2024-03-09,In Process,10015,5510.25,Invoice
201852,2024-10-11,2024-10-13,Shipped,10337,6125.93,Invoice
201853,2024-07-19,2024-07-28,Disputed,10327,6688.21,Bank Transfer
201854,2024-07-24,2024-07-30,Disputed,10281,3278.51,Credit Card
201855,2024-08-31,2024-09-04,Disputed,10292,244.9,Credit Card
201856,2024-08-28,2024-09-06,Disputed,10238,6665.72,Bank Transfer
201857,2024-08-06,2024-08-14,In Process,10411,7000.06,Invoice
201858,2024-01-13,2024-01-22,Shipped,10295,5464.61,COD
201859,2024-01-15,2024-01-18,Shipped,10787,6043.56,COD
201860,2024-09-14,2024-09-23,Shipped,10132,937.41,Bank Transfer
201861,2024-05-05,2024-05-15,Disputed,10298,566.75,Bank Transfer
201862,2024-09-21,2024-09-24,Cancelled,10695,5038.73,COD
201863,2024-04-21,2024-04-26,Disputed,10294,1919.12,COD
201864,2024-05-19,2024-05-25,Delivered,10240,1888.09,COD
201865,2024-08-05,2024-08-11,Cancelled,10946,4454.84,Invoice
201866,2024-04-04,2024-04-06,Delivered,10881,503.67,Credit Card
201867,2024-06-21,2024-07-01,Cancelled,10303,962.98,Credit Card
201868,2024-06-20,2024-06-30,Shipped,10840,6716.34,COD
201869,2024-01-10,2024-01-20,Cancelled,10536,1808.22,Bank Transfer
201870,2024-08-01,2024-08-11,Delivered,10560,3985.37,Bank Transfer
201871,2024-09-19,2024-09-25,In Process,10357,2511.2,Credit Card
201872,2024-08-04,2024-08-11,In Process,10734,569.14,Invoice
201873,2024-01-09,2024-01-11,Disputed,10596,2833.68,COD
201874,2024-01-30,2024-02-02,Shipped,10057,4239.74,Bank Transfer
201875,2024-05-01,2024-05-03,Shipped,10675,1444.42,Invoice
201876,2024-09-09,2024-09-15,Shipped,10947,1834.13,Credit Card
201877,2024-06-30,2024-07-06,Cancelled,10615,1029.55,COD
201878,2024-09-06,2024-09-08,In Process,10116,3137.51,Invoice
201879,2024-08-12,2024-08-16,Shipped,10684,4182.58,Credit Card
201880,2024-08-27,2024-09-03,Delivered,10496,2642.74,Credit Card
201881,2024-09-17,2024-09-24,Delivered,10533,4959.79,Invoice
201882,2024-09-16,2024-09-20,Cancelled,10915,4549.53,Invoice
201883,2024-10-05,2024-10-14,In Process,10876,1861.77,Bank Transfer
201884,2024-03-25,2024-04-01,In Process,10765,3723.46,
201885,2024-08-21,2024-08-23,Cancelled,10089,1318.44,Credit Card
201886,2024-07-02,2024-07-05,Shipped,10693,1278.19,Bank Transfer
201887,2024-08-24,2024-08-31,Disputed,10797,6369.84,Credit Card
201888,2024-10-25,2024-10-31,In Process,10222,5904.77,Credit Card
201889,2024-01-17,2024-01-22,Shipped,10998,1925.42,Bank Transfer
201890,2024-03-22,2024-03-29,Cancelled,10073,1874.96,Bank Transfer
201891,2024-10-16,2024-10-20,Disputed,10851,2655.17,
201892,2024-09-10,2024-09-13,Delivered,10384,3370.35,Bank Transfer
201893,2024-09-20,2024-09-26,In Process,10360,7041.39,Credit Card
201894,2024-08-17,2024-08-20,Delivered,10315,5489.86,COD
201895,2024-06-21,2024-06-28,In Process,10380,1712.69,Invoice
201896,2024-02-15,2024-02-24,Cancelled,10978,194.16,Credit Card
201897,2024-04-15,2024-04-22,Cancelled,10291,4787.49,COD
201898,2024-06-19,2024-06-24,Cancelled,10277,3377.51,Invoice
201899,2024-08-15,2024-08-24,Cancelled,10201,6602.39,Credit Card
201900,2024-05-13,2024-05-15,Disputed,10516,4468.62,Credit Card
201901,2024-10-04,2024-10-14,Shipped,10391,7284.74,Credit Card
201902,2024-10-13,2024-10-15,Shipped,10020,2116.22,Bank Transfer
201903,2024-08-04,2024-08-07,In Process,10410,2363.68,Invoice
201904,2024-08-04,2024-08-13,In Process,10864,3495.53,Invoice
201905,2024-08-15,2024-08-18,Cancelled,10662,569.61,COD
201906,2024-03-13,2024-03-22,Shipped,10256,4423.68,Invoice
201907,2024-06-16,2024-06-23,Disputed,10653,3473.35,Credit Card
201908,2024-05-17,2024-05-27,In Process,10927,1711.0,Credit Card
201909,2024-05-19,2024-05-23,In Process,10912,459.75,Credit Card
201910,2024-06-16,2024-06-25,In Process,10269,5931.39,Credit Card
201911,2024-09-27,2024-10-05,In Process,10030,2496.97,COD
201912,2024-01-08,2024-01-11,Delivered,10341,227.54,Credit Card
201913,2024-05-15,2024-05-25,Shipped,10022,7242.5,COD
201914,2024-09-12,2024-09-20,Disputed,10994,2183.76,COD
201915,2024-09-12,2024-09-18,In Process,10425,5206.47,Bank Transfer
201916,2024-02-14,2024-02-22,Shipped,10084,2195.86,Credit Card
201917,2024-06-05,2024-06-14,In Process,10947,7232.6,COD
201918,2024-08-28,2024-09-06,Shipped,10650,1283.88,Credit Card
201919,2024-04-28,2024-05-01,Delivered,10780,5209.33,Invoice
201920,2024-09-15,2024-09-20,In Process,10814,1948.89,Credit Card
201921,2024-06-14,2024-06-22,Delivered,10600,2262.11,Credit Card
201922,2024-04-03,2024-04-05,Disputed,10191,6925.41,Invoice
201923,2024-09-12,2024-09-16,Delivered,10377,744.98,Credit Card
201924,2024-05-09,2024-05-19,Disputed,10451,2149.23,Bank Transfer
201925,2024-03-21,2024-03-27,Delivered,10407,4262.71,Invoice
201926,2024-03-06,2024-03-16,In Process,10499,6658.0,Credit Card
201927,2024-09-11,2024-09-13,In Process,10415,2653.04,Credit Card
201928,2024-02-28,2024-03-09,Cancelled,10183,4990.0,Invoice
201929,2024-04-15,2024-04-22,In Process,10959,3477.07,Bank Transfer
201930,2024-05-10,2024-05-16,Shipped,10438,4088.79,Bank Transfer
201931,2024-09-08,2024-09-18,Disputed,10545,1090.3,COD
201932,2024-07-02,2024-07-08,Disputed,10883,5147.87,COD
201933,2024-04-16,2024-04-19,Delivered,10858,5708.31,COD
201934,2024-01-10,2024-01-14,Cancelled,10840,4965.42,COD
201935,2024-09-28,2024-10-01,Delivered,10018,1632.6,Bank Transfer
201936,2024-09-03,2024-09-11,Cancelled,10964,7190.77,Bank Transfer
201937,2024-04-27,2024-05-03,Disputed,10783,2152.54,Invoice
201938,2024-10-18,2024-10-20,Shipped,10832,7113.56,COD
201939,2024-01-23,2024-01-25,Cancelled,10409,6500.89,Credit Card
201940,2024-08-14,2024-08-16,Disputed,10881,301.61,COD
201941,2024-08-02,2024-08-04,Cancelled,10507,5979.54,Credit Card
201942,2024-06-15,2024-06-23,Disputed,10643,1859.67,Credit Card
201943,2024-02-12,2024-02-17,Disputed,10785,3670.14,Invoice
201944,2024-08-27,2024-09-06,Disputed,10285,3883.43,Credit Card
201945,2024-03-05,2024-03-08,Delivered,10414,500.09,Invoice
201946,2024-02-26,2024-03-06,Delivered,10884,6418.5,Invoice
201947,2024-03-17,2024-03-22,Cancelled,10879,4954.7,Credit Card
201948,2024-06-23,2024-07-03,In Process,10986,7199.89,COD
201949,2024-02-16,2024-02-18,Cancelled,10167,7009.22,Invoice
201950,2024-06-05,2024-06-08,Cancelled,10609,7326.18,
201951,2024-09-18,2024-09-20,Cancelled,10857,1532.66,Invoice
201952,2024-02-07,2024-02-16,Shipped,10100,3131.73,Credit Card
201953,2024-03-28,2024-04-04,In Process,10389,2082.21,COD
201954,2024-10-12,2024-10-21,Shipped,10137,1913.17,Credit Card
201955,2024-03-17,2024-03-24,In Process,10127,5044.94,COD
201956,2024-01-23,2024-01-26,Disputed,10766,2065.7,Invoice
201957,2024-02-08,2024-02-10,In Process,10065,5994.04,Invoice
201958,2024-07-20,2024-07-28,Cancelled,10996,5786.97,Invoice
201959,2024-08-11,2024-08-19,Shipped,10805,3792.17,Credit Card
201960,2024-04-30,2024-05-10,In Process,10947,5210.12,Credit Card
201961,2024-07-29,2024-08-02,Cancelled,10752,5566.2,COD
201962,2024-09-04,2024-09-09,Cancelled,10386,1752.62,Bank Transfer
201963,2024-05-20,2024-05-22,Delivered,10366,2088.54,Invoice
201964,2024-07-25,2024-07-28,Disputed,10857,1438.95,Invoice
201965,2024-08-10,2024-08-19,Delivered,10189,323.64,Credit Card
201966,2024-01-18,2024-01-22,Delivered,10693,2105.47,Invoice
201967,2024-02-08,2024-02-15,Delivered,10940,4332.6,Credit Card
201968,2024-10-12,2024-10-18,In Process,10577,4779.54,COD
201969,2024-10-15,2024-10-22,Delivered,10291,6096.22,COD
